feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Micrococcaceae..NA	Treatment	ST	-0.571827465669943	0.545168140312747	23	23	0.306145909129065	0.521416390244149
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Chitinophagaceae..g__Edaphocola	Treatment	ST	0.352572949972071	0.335760854834585	23	3	0.30561995979934	0.521416390244149
d__Bacteria..p__Firmicutes_A..c__Clostridia..o__Peptostreptococcales..f__Peptostreptococcaceae..g__Romboutsia	Treatment	ST	0.352874946078469	0.33592866444896	23	3	0.30545185137116	0.521416390244149
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Dermatophilaceae..NA	Treatment	ST	-0.750220500171626	0.724031980587802	23	20	0.311907722397997	0.526564939674993
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Pseudonocardiaceae..g__Actinophytocola	Treatment	ST	0.434331189572551	0.419409526602937	23	4	0.31217778566446	0.526564939674993
d__Bacteria..p__Actinobacteriota..c__UBA4738..o__UBA4738..f__HRBIN12..NA	Treatment	ST	0.453998501203004	0.438289139537091	23	8	0.312057146962404	0.526564939674993
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..o__Saccharimonadales..f__UBA4665..g__BOG.1338	Treatment	ST	0.323400862607896	0.31156910928312	23	3	0.311086459021688	0.526564939674993
d__Bacteria..p__Myxococcota..c__Myxococcia..o__Myxococcales..f__Vulgatibacteraceae..g__Vulgatibacter	Treatment	ST	0.295994486133137	0.286471933526573	23	3	0.313244422570841	0.527093980287473
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Propionibacteriales..f__Nocardioidaceae..g__Nocardioides	Treatment	ST	0.452931012194863	0.440625460301895	23	23	0.315679059673132	0.527387450527905
d__Bacteria..p__Actinobacteriota..NA..NA..NA..NA	Treatment	ST	-0.756340274123599	0.733488330932043	23	20	0.314198502492865	0.527387450527905
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__SG8.41..g__UBA5216	Treatment	ST	-0.607611226771401	0.590847234046622	23	17	0.315474488566527	0.527387450527905
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Chitinophagaceae..g__Niabella	Treatment	ST	0.35850097391192	0.35101165598353	23	4	0.318717667181227	0.529282110028382
d__Bacteria..p__Cyanobacteria..c__Vampirovibrionia..o__Obscuribacterales..f__Obscuribacteraceae..g__QKMZ01	Treatment	ST	0.292166827070753	0.286283655320825	23	3	0.31908150061711	0.529282110028382
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..f__Polyangiaceae..g__Polyangium	Treatment	ST	0.7099821921222	0.695234821631437	23	6	0.318775172336404	0.529282110028382
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Pirellulaceae..g__Aureliella	Treatment	ST	-0.448680553239492	0.443860233913561	23	7	0.323589629176965	0.534489121806967
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__UBA9655..f__UBA9655..g__JABDDK01	Treatment	ST	0.932526287583109	0.922816459412506	23	18	0.323747696637363	0.534489121806967
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__SG8.39..g__SCGC.AG.212.J23	Treatment	ST	-0.353697978083108	0.351635999431464	23	23	0.325931240647316	0.536827925772051
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__Ilumatobacteraceae..g__Casp.actino8	Treatment	ST	0.26905826251787	0.269213784084408	23	3	0.328967803138399	0.540557422997369
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Hymenobacteraceae..g__Adhaeribacter	Treatment	ST	0.76505671692446	0.769922438816092	23	20	0.331691121285512	0.542485478737987
d__Bacteria..p__Chloroflexota..c__Anaerolineae..o__Aggregatilineales..f__A4b..g__CFX2	Treatment	ST	-0.478412868671182	0.481022608718598	23	7	0.331265925834921	0.542485478737987
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Geminicoccales..f__Geminicoccaceae..NA	Treatment	ST	0.564550329206353	0.573962555204624	23	14	0.336509006664599	0.549082295256922
d__Bacteria..p__Planctomycetota..c__Phycisphaerae..o__Phycisphaerales..NA..NA	Treatment	ST	-0.716185628808733	0.734684966345224	23	15	0.340745786001778	0.554702442328475
d__Bacteria..p__Chloroflexota..c__Chloroflexia..o__Chloroflexales..f__Roseiflexaceae..g__Kouleothrix	Treatment	ST	-0.552835937664121	0.569303038618499	23	17	0.342563799934289	0.555080231375006
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Pseudomonadales..f__Cellvibrionaceae..g__UBA5868	Treatment	ST	0.872805788807559	0.898334252769062	23	11	0.342317066708956	0.555080231375006
d__Bacteria..p__Myxococcota..c__Polyangia..o__Nannocystales..f__Nannocystaceae..g__Ga0077550	Treatment	ST	-0.383931970062975	0.396534015367667	23	8	0.343954431438708	0.55604642495865
d__Bacteria..p__Planctomycetota..c__UBA1135..o__UBA1135..f__GCA.002686595..g__JAEUHZ01	Treatment	ST	-0.407103955818103	0.422914056045914	23	4	0.346694459095672	0.559184611444631
d__Bacteria..p__Chloroflexota..c__Chloroflexia..o__Thermomicrobiales..f__Thermomicrobiaceae..NA	Treatment	ST	0.458064211695259	0.476947815284756	23	8	0.347778706606626	0.559643895688823
d__Bacteria..p__Cyanobacteria..c__Vampirovibrionia..o__Obscuribacterales..f__Obscuribacteraceae..NA	Treatment	ST	0.256548581371165	0.267999700293648	23	3	0.349321763735244	0.560837694070345
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Chitinophagaceae..g__Flavihumibacter	Treatment	ST	0.614686571160798	0.649541093163168	23	6	0.354738141721	0.5682304329627
d__Bacteria..p__Dependentiae..c__Babeliae..o__Babeliales..f__JABDEC01..g__JABDEC01	Treatment	ST	-0.419781845604505	0.444958923344471	23	4	0.356195797186228	0.569262689567031
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Caulobacterales..f__Caulobacteraceae..NA	Treatment	ST	0.850644167131027	0.905723882245918	23	13	0.358312611679407	0.571341294249624
d__Archaea..p__Thermoplasmatota..c__Thermoplasmata..o__RBG.16.68.12..f__RBG.16.68.12..NA	Treatment	ST	-0.240156220659086	0.259091594116979	23	4	0.364501202090632	0.579394443758671
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Caulobacterales..f__TH1.2..g__VFBF01	Treatment	ST	-0.19207491203913	0.207447396617006	23	3	0.365018499567963	0.579394443758671
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..o__Saccharimonadales..f__UBA4665..g__UBA5150	Treatment	ST	-0.302290486180464	0.32997837076963	23	5	0.37001951712342	0.584680952565223
d__Bacteria..p__Planctomycetota..c__UBA8108..o__UBA1146..f__UBA1146..g__JAFMMO01	Treatment	ST	-0.372335758742745	0.406131671555049	23	7	0.369664051877012	0.584680952565223
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Streptosporangiales..f__Streptosporangiaceae..g__Streptosporangium	Treatment	ST	0.552917597595745	0.609166005994407	23	14	0.374354764997375	0.588872664040815
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Longimicrobiales..f__UBA6960..g__GCA.2718595	Treatment	ST	0.667309272801362	0.734478646014247	23	17	0.373897997990098	0.588872664040815
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__Ilumatobacteraceae..g__Desertimonas	Treatment	ST	-0.429056894345472	0.476375956285473	23	9	0.377977928769485	0.589275167346637
d__Bacteria..p__Actinobacteriota..c__Rubrobacteria..o__Rubrobacterales..f__Rubrobacteraceae..g__SIRX01	Treatment	ST	-0.398943212242131	0.441594930785781	23	15	0.37655290281674	0.589275167346637
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Chitinophagaceae..NA	Treatment	ST	-0.398923489252857	0.44105890213304	23	23	0.376007226913092	0.589275167346637
d__Bacteria..p__Omnitrophota..c__Omnitrophia..o__Omnitrophales..f__UBA2337..NA	Treatment	ST	-0.512520383139717	0.568960967812085	23	4	0.377909369081193	0.589275167346637
d__Bacteria..p__Bdellovibrionota..c__Oligoflexia..o__Oligoflexales..f__Oligoflexaceae..g__Pseudobacteriovorax	Treatment	ST	-0.173716328462357	0.194412930503801	23	3	0.38169269372917	0.591117003562874
d__Bacteria..p__Planctomycetota..c__Phycisphaerae..o__Phycisphaerales..f__SM1A02..NA	Treatment	ST	-0.605804533313234	0.676648515348082	23	11	0.380773673863608	0.591117003562874
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Lacipirellulaceae..g__Lacipirellula	Treatment	ST	0.275426667393749	0.308163450607772	23	23	0.381575007937419	0.591117003562874
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Pirellulaceae..g__Rubripirellula	Treatment	ST	-0.494820407435862	0.555163710846748	23	9	0.382864205889181	0.59162239320624
d__Bacteria..p__Chloroflexota..c__Dehalococcoidia..o__Tepidiformales..f__Tepidiformaceae..g__FeB.14	Treatment	ST	-0.688372381036098	0.777776779226426	23	19	0.386150946919805	0.595386922563576
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Usitatibacteraceae..g__UKL13.2	Treatment	ST	-0.718778723460749	0.825020838021384	23	5	0.393482618580669	0.605357874739491
d__Bacteria..p__Armatimonadota..c__Fimbriimonadia..o__Fimbriimonadales..f__Fimbriimonadaceae..g__UBA6659	Treatment	ST	0.458556182197256	0.530065415827015	23	9	0.396762638056673	0.60713522724676
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Cyclobacteriaceae..g__Fulvivirga	Treatment	ST	0.243630063935993	0.282476078684383	23	3	0.398165970014099	0.60713522724676
d__Bacteria..p__Chlamydiota..c__Chlamydiia..o__Chlamydiales..f__Parachlamydiaceae..NA	Treatment	ST	-0.479071235701261	0.556427266030576	23	13	0.398974577905014	0.60713522724676
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Acetobacterales..f__Acetobacteraceae..g__Belnapia	Treatment	ST	0.387740144784884	0.447613647735642	23	8	0.396148843661043	0.60713522724676
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Geminicoccales..f__Geminicoccaceae..g__Geminicoccus	Treatment	ST	0.444465608382887	0.51460332257092	23	11	0.397507762915401	0.60713522724676
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Opitutales..f__Opitutaceae..g__Lacunisphaera	Treatment	ST	0.688773933140376	0.803135531325617	23	9	0.400792045054113	0.608577942598436
d__Bacteria..p__Patescibacteria..c__Microgenomatia..o__UBA1400..f__PJMF01..g__UBA1364	Treatment	ST	0.263215624610426	0.309471241228766	23	3	0.404622382081741	0.613064215275366
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Gemmatimonadales..f__Gemmatimonadaceae..g__Fen.1231	Treatment	ST	0.254781126119512	0.301002924850911	23	3	0.406849537469224	0.613781629802708
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Steroidobacterales..f__Steroidobacteraceae..NA	Treatment	ST	-0.76166479801022	0.899701998171782	23	18	0.406776584594255	0.613781629802708
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__AKYH767.A..f__OLB10..g__CAINEC01	Treatment	ST	0.458273102442639	0.549813883194451	23	6	0.413939827788132	0.623135224627296
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__JAAYBP01..g__Aquihabitans	Treatment	ST	0.207790585793746	0.249913510164802	23	3	0.415073957756505	0.623501653282304
d__Archaea..p__Thermoplasmatota..c__Thermoplasmata..o__RBG.16.68.12..f__RBG.16.68.12..g__EA.19	Treatment	ST	-0.314950696513762	0.390846749481235	23	5	0.429379624721234	0.64360971585624
d__Bacteria..p__Bdellovibrionota..c__Bdellovibrionia..o__Bdellovibrionales..f__Bdellovibrionaceae..g__Pseudobdellovibrio	Treatment	ST	-0.328553158399993	0.411888231262881	23	4	0.43398648175374	0.644990524899402
d__Bacteria..p__Fibrobacterota..c__Fibrobacteria..NA..NA..NA	Treatment	ST	0.583166947529933	0.729605018338015	23	9	0.433069683969771	0.644990524899402
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..f__Polyangiaceae..g__Sorangium	Treatment	ST	0.687427990917807	0.85975763959397	23	14	0.432917229438124	0.644990524899402
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Sphingomonadales..f__Sphingomonadaceae..g__Rhizorhabdus	Treatment	ST	-0.382871661376362	0.479567390583558	23	4	0.433592943607602	0.644990524899402
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Paracaedibacterales..f__VGCI01..g__VGCI01	Treatment	ST	0.382076306547947	0.480150329273677	23	8	0.435084520815089	0.645252467310513
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Azospirillales..f__Azospirillaceae..g__Skermanella	Treatment	ST	0.375731773056804	0.478288091755355	23	23	0.440889758363378	0.652479557831638
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Micromonosporaceae..g__Rhizocola	Treatment	ST	0.364867536280987	0.466916700193541	23	11	0.443264943157208	0.653232547810623
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Steroidobacterales..f__Steroidobacteraceae..g__Steroidobacter	Treatment	ST	-0.318912031409323	0.407537335248972	23	23	0.442635808418383	0.653232547810623
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Cellulomonadaceae..g__Cellulomonas	Treatment	ST	-0.531526805063134	0.693078693705132	23	20	0.451673190670974	0.664225280398491
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Beijerinckiaceae..NA	Treatment	ST	-0.541366469881776	0.71034595131769	23	20	0.454465620752593	0.666930680349717
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Chitinophagaceae..g__Flavitalea	Treatment	ST	-0.416930040993297	0.551220703109926	23	14	0.457825879800331	0.670456309331028
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Euzebyales..f__Egibacteraceae..g__WHTC01	Treatment	ST	0.352037767953728	0.467429927429462	23	6	0.459729546865819	0.671838586233974
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Hymenobacteraceae..g__Hymenobacter	Treatment	ST	0.526610328981013	0.706940902190298	23	14	0.464579332554782	0.67751152664239
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Chthoniobacterales..f__UBA10450..g__AV80	Treatment	ST	-0.426571696448468	0.575405648939848	23	5	0.466696956863564	0.679184760508305
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Lacipirellulaceae..g__Bythopirellula	Treatment	ST	0.486542553842618	0.66287108917676	23	9	0.47106951219954	0.682709437970348
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Xanthomonadales..f__Rhodanobacteraceae..g__Dyella	Treatment	ST	-0.306198771654437	0.416883152641257	23	5	0.470769597535768	0.682709437970348
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Pseudomonadales..f__Moraxellaceae..g__Acinetobacter	Treatment	ST	0.261360796902116	0.358685172813829	23	5	0.474255825038207	0.685907184972614
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Dongiales..f__Dongiaceae..g__Dongia	Treatment	ST	0.402346972118541	0.559277326840733	23	8	0.479821476373325	0.689681793555087
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Afifellaceae..g__Propylenella	Treatment	ST	-0.487645862858575	0.677330927730411	23	6	0.479491566960246	0.689681793555087
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Coxiellales..f__Coxiellaceae..g__Coxiella	Treatment	ST	0.591851380490882	0.821363792124256	23	13	0.479118182546711	0.689681793555087
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Xanthobacteraceae..g__VAZQ01	Treatment	ST	-0.489701103529664	0.684077655633762	23	19	0.481965104744884	0.691343387953727
d__Bacteria..p__Patescibacteria..c__Microgenomatia..o__GWA2.44.7..f__UBA8517..NA	Treatment	ST	0.191988966683207	0.269281823479802	23	5	0.48371435741303	0.692433640468549
d__Bacteria..p__Bacteroidota..c__Bacteroidia..NA..NA..NA	Treatment	ST	-0.615604305030978	0.872625070304496	23	14	0.488274700913459	0.696567837733224
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Isosphaerales..f__Isosphaeraceae..g__Aquisphaera	Treatment	ST	-0.427197498345069	0.606004627923597	23	6	0.488592583324305	0.696567837733224
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Rhizobiaceae..g__Pararhizobium	Treatment	ST	0.456209380553522	0.65009572912311	23	10	0.49053560497502	0.697916511143321
d__Bacteria..p__Desulfobacterota..c__Desulfomonilia..o__Desulfomonilales..f__Desulfomonilaceae..g__CAJBEZ01	Treatment	ST	0.348377591327266	0.497903562118564	23	8	0.491800285382668	0.698296551253281
d__Bacteria..p__Chloroflexota..c__Chloroflexia..o__Chloroflexales..f__Chloroflexaceae..g__JAAUTF01	Treatment	ST	0.566547467924152	0.811638119084413	23	11	0.492816181127666	0.698322523865114
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Isosphaerales..f__Isosphaeraceae..g__Tautonia	Treatment	ST	0.447117494024525	0.647900716974922	23	10	0.497686684592743	0.703799351949333
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Aestuariivirgaceae..g__JAEUMG01	Treatment	ST	-0.353434724088176	0.514882195618636	23	7	0.499946848594877	0.705570149226642
d__Bacteria..p__Armatimonadota..c__UBA5829..o__DSUL01..f__DSUL01..g__DSUL01	Treatment	ST	-0.335744672979248	0.491847798121309	23	4	0.502308940121743	0.706193365284639
d__Bacteria..p__Chloroflexota..c__Dehalococcoidia..o__UBA3495..f__UBA3495..NA	Treatment	ST	-0.204823247329478	0.303010026677635	23	5	0.506441527675555	0.706193365284639
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..f__Polyangiaceae..g__JADJRH01	Treatment	ST	-0.392655240546072	0.578922049051327	23	4	0.50501753089951	0.706193365284639
d__Bacteria..p__Patescibacteria..c__JAEDAM01..o__Absconditabacterales..f__X112..g__JAGOPC01	Treatment	ST	0.504155430997933	0.744845085396061	23	10	0.505883262446592	0.706193365284639
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rickettsiales..f__Rickettsiaceae..g__Rickettsia	Treatment	ST	-0.0989819376363415	0.146062259053892	23	3	0.505379689409808	0.706193365284639
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Pedosphaerales..NA..NA	Treatment	ST	0.383230770199116	0.562386241459027	23	20	0.503041353482673	0.706193365284639
d__Bacteria..p__Elusimicrobiota..c__Elusimicrobia..o__UBA1565..f__UBA9628..g__GWA2.66.18	Treatment	ST	-0.257248443613693	0.39021565143786	23	4	0.516901933507931	0.717919352094349
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Xanthobacteraceae..g__Bradyrhizobium	Treatment	ST	-0.267933061047137	0.405556298331199	23	17	0.51601569030329	0.717919352094349
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Mycobacteriaceae..g__Nocardia	Treatment	ST	0.203547337482048	0.312667446338115	23	3	0.522105119737238	0.723710066962509
d__Bacteria..p__Actinobacteriota..c__Thermoleophilia..o__Gaiellales..f__F1.60.MAGs149..g__CADCWC01	Treatment	ST	-0.267550698863721	0.414787493411388	23	5	0.525892135440746	0.72565942233805
d__Bacteria..p__Chloroflexota..c__Anaerolineae..o__Aggregatilineales..f__A4b..g__OLB13	Treatment	ST	-0.264715230787078	0.41216589332913	23	22	0.527658065671525	0.72565942233805
d__Bacteria..p__Firmicutes..c__Bacilli..o__Brevibacillales..f__Brevibacillaceae..g__Brevibacillus	Treatment	ST	-0.323257228655432	0.500345570729544	23	4	0.525233351831723	0.72565942233805
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__UBA1268..g__QWOP01	Treatment	ST	-0.136340233149069	0.21199407235778	23	3	0.527099193563576	0.72565942233805
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__SKKL01..g__Actinomarinicola	Treatment	ST	0.353685784307486	0.553804040497671	23	7	0.529956384706668	0.726308397865839
d__Bacteria..p__Patescibacteria..c__Andersenbacteria..o__UBA10190..f__UBA10190..g__JACPWO01	Treatment	ST	0.307120427607902	0.481185311705959	23	4	0.530205130442062	0.726308397865839
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Gemmatales..f__Gemmataceae..g__Urbifossiella	Treatment	ST	0.260733678728442	0.413098366544396	23	21	0.534742080837292	0.728606125957205
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Xanthobacteraceae..g__Rhodoplanes	Treatment	ST	0.165322258919278	0.261458140778075	23	4	0.534009698604312	0.728606125957205
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Chthoniobacterales..f__Chthoniobacteraceae..g__Chthoniobacter	Treatment	ST	0.388483968386141	0.615902145645149	23	23	0.535005069631433	0.728606125957205
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..f__Polyangiaceae..NA	Treatment	ST	0.268932752968541	0.427519661955012	23	12	0.536097587041838	0.728676331901528
d__Bacteria..p__Synergistota..c__Synergistia..o__Synergistales..f__79.D21..g__79.D21	Treatment	ST	0.308573941226822	0.491943540614127	23	4	0.53725319977854	0.728831860164686
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Kineococcaceae..g__Kineococcus	Treatment	ST	0.198087543809399	0.317641159162492	23	3	0.539592149234384	0.730588983489495
d__Bacteria..p__Armatimonadota..c__Armatimonadia..o__Armatimonadales..f__Armatimonadaceae..g__CAIVZM01	Treatment	ST	0.327576367376605	0.530537160745263	23	9	0.543580508415942	0.734503746046293
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Gemmatales..f__Gemmataceae..g__SIAJ01	Treatment	ST	0.490842099351222	0.79695703855226	23	20	0.544582063140037	0.734503746046293
d__Bacteria..p__Firmicutes..c__Bacilli..o__Bacillales_A..f__Planococcaceae..g__Planococcus	Treatment	ST	0.64739709050967	1.05433017095866	23	12	0.545786448647711	0.734712527025765
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..o__Saccharimonadales..f__CAIOMD01..g__CAIOMD01	Treatment	ST	0.192175229501568	0.316032839481835	23	4	0.549651014533206	0.737227425780622
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Verrucomicrobiales..f__V1.33..g__CAIZWU01	Treatment	ST	0.515668662356177	0.848254744507222	23	11	0.549761023224978	0.737227425780622
d__Bacteria..p__Planctomycetota..c__Phycisphaerae..o__Tepidisphaerales..f__Tepidisphaeraceae..g__Humisphaera	Treatment	ST	0.59126724496253	0.979284413770656	23	19	0.552460304350037	0.739430617676914
d__Bacteria..p__Armatimonadota..c__Fimbriimonadia..o__Fimbriimonadales..f__Fimbriimonadaceae..NA	Treatment	ST	-0.167741924052239	0.279252035857762	23	4	0.5544795766112	0.740716991656183
d__Bacteria..p__Cyanobacteria..c__Cyanobacteriia..NA..NA..NA	Treatment	ST	-0.233015275418011	0.395426693396624	23	4	0.561962934913632	0.749283913218176
d__Bacteria..p__Actinobacteriota..c__Thermoleophilia..o__Solirubrobacterales..NA..NA	Treatment	ST	0.284805446179801	0.490847515510348	23	4	0.567932573777396	0.755803805407182
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..o__Saccharimonadales..f__UBA1547..g__2011.GWC2.44.17	Treatment	ST	0.247340683074726	0.431859327349612	23	6	0.57290635135071	0.760256142154956
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Verrucomicrobiales..f__Akkermansiaceae..g__Luteolibacter	Treatment	ST	-0.447024787781435	0.781626161505994	23	19	0.573450347225452	0.760256142154956
d__Bacteria..p__Chloroflexota..c__Chloroflexia..o__Chloroflexales..f__Chloroflexaceae..NA	Treatment	ST	-0.321572885269604	0.569595225163132	23	11	0.578351626505393	0.760988982243939
d__Bacteria..p__Chloroflexota..c__Dehalococcoidia..o__UBA2979..f__UBA2979..g__SHYP01	Treatment	ST	0.337143200541689	0.59442163747521	23	9	0.576606224280301	0.760988982243939
d__Bacteria..p__Desulfobacterota_E..c__MBNT15..o__MBNT15..f__MBNT15..NA	Treatment	ST	0.219457923895901	0.385608369836271	23	3	0.575311107507787	0.760988982243939
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Opitutales..f__DSM.45221..g__UBA7441	Treatment	ST	-0.21862295268985	0.386592594731095	23	3	0.577718056454311	0.760988982243939
d__Bacteria..p__Chlamydiota..c__Chlamydiia..o__Chlamydiales..NA..NA	Treatment	ST	0.16819382874581	0.301422794623668	23	5	0.582745185359658	0.76533138790199
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__MedAcidi.G1..NA	Treatment	ST	0.114826077813105	0.207352016816385	23	5	0.585582614851839	0.765990202951252
d__Bacteria..p__Armatimonadota..c__Armatimonadia..o__Armatimonadales..f__Armatimonadaceae..NA	Treatment	ST	-0.159132300923862	0.289765602962534	23	3	0.588677333706564	0.765990202951252
d__Bacteria..p__Chloroflexota..c__Dehalococcoidia..o__SHYD01..f__SHYD01..g__SHYD01	Treatment	ST	-0.159893347675622	0.291196801095615	23	3	0.588735043124283	0.765990202951252
d__Bacteria..p__Dependentiae..c__Babeliae..o__Babeliales..f__JACPOV01..g__JACPOV01	Treatment	ST	0.458201813170022	0.836909658188621	23	8	0.589812456272464	0.765990202951252
d__Bacteria..p__Latescibacterota..c__UBA2968..o__UBA8231..f__UBA8231..g__SICG01	Treatment	ST	0.318069440119554	0.575804568702145	23	5	0.586512205942749	0.765990202951252
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Reyranellales..f__Reyranellaceae..g__JAFAZJ01	Treatment	ST	0.220970696091992	0.401691282692301	23	4	0.588054162541551	0.765990202951252
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Micromonosporaceae..g__Virgisporangium	Treatment	ST	-0.295144856976486	0.545069000452884	23	10	0.59387447247496	0.768414289708821
d__Bacteria..p__Firmicutes_A..c__Clostridia..o__Peptostreptococcales..f__Peptostreptococcaceae..NA	Treatment	ST	-0.158547360292829	0.292096008360093	23	3	0.592987835742619	0.768414289708821
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Gemmatimonadales..f__Gemmatimonadaceae..NA	Treatment	ST	0.317050910923994	0.589541026696782	23	21	0.596374082058677	0.768806367294795
d__Bacteria..p__Patescibacteria..c__ABY1..o__SG8.24..f__2.12.FULL.60.25..g__2.12.FULL.60.25	Treatment	ST	-0.129802149652189	0.240718001176645	23	3	0.595400212473543	0.768806367294795
d__Bacteria..p__Chloroflexota..c__Chloroflexia..o__Chloroflexales..f__Herpetosiphonaceae..g__JKG1	Treatment	ST	0.455882454500307	0.854311519480123	23	12	0.599204016399442	0.771034579925752
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Propionibacteriales..NA..NA	Treatment	ST	0.34566857449437	0.654430994285018	23	11	0.602900170110506	0.771535866686205
